% Fair or Poor Health,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Uninsured,% Vaccinated,High School Graduation Rate,% Some College,% Unemployed,% Children in Poverty,Income Ratio,% Single-Parent Households,Violent Crime Rate,Average Daily PM2.5,% Severe Housing Problems
17.771772164,20.002152887,33.6,7.4,27.9,49.291757772,22.992211743,10.047464744,42,92.366412214,71.877635513,3.7054923827,13.9,3.9016880212,22.317671809,191.32711444,9.4,14.497115626
20.380318366,19.381406114,35.1,7.4,40.9,13.701282982,16.794828058,17.474447742,43,90.243902439,50.738255034,2.8095733611,27.5,4.5371387196,39.308855292,0.0,9.5,13.595166163
20.498946466,21.873365753,31.3,7.1,30.2,53.079755981,16.751853129,13.730144877,27,93.055555556,49.677727381,3.6937742032,22.2,3.9008280757,24.327170606,290.80437054,9.5,16.666666667
17.338609657,18.667291431,32.2,8.0,30.1,48.096222402,17.618375655,10.365900237,38,95.023696682,53.32047396,3.2075804838,14.6,4.1616090623,37.267670601,111.84292283,9.5,12.180451128
20.391069332,21.125114509,32.9,7.9,27.9,53.201842936,17.168593083,13.641931532,38,90.76433121,48.774876337,3.0497237569,23.5,4.1166780721,29.138865721,447.72489951,9.7,12.830188679
18.899929455,19.619468805,33.4,6.8,23.1,17.216727059,18.562515651,11.90161333,31,95.575221239,51.040681173,2.8436948421,21.5,4.1904346139,29.602098819,147.44913005,10.3,9.9868593955
17.926656468,20.602963802,36.7,8.3,27.3,35.235703687,20.971943373,10.497500103,43,94.942196532,55.720158775,3.3032484379,15.3,4.1764523505,30.848713746,284.69946356,10.9,14.064621233
20.545578153,20.446791227,33.3,7.0,28.7,66.405454118,17.357491036,12.420548088,40,96.644295302,52.486402486,4.6951100721,25.7,4.0959397034,36.899862826,322.5411342,9.3,9.0172239108
18.48785883,19.753837115,42.3,7.7,27.6,74.458703521,16.992653032,12.188444109,48,95.302013423,50.149925037,2.4933333333,20.7,4.1958578114,34.756857855,218.05494985,9.3,10.026155187
23.193872639,23.042373665,30.0,8.0,20.1,52.419529524,16.721664568,20.26250593,34,91.901408451,33.41108918,3.0360711906,26.2,4.0478620621,34.166666667,584.65232083,9.7,17.842073538
19.643181166,19.633450269,34.5,7.5,29.3,54.644738533,16.034678158,12.072056689,40,93.706293706,51.952141058,2.9369534003,21.8,3.544645799,33.38879645,233.69794541,9.5,8.9417555373
21.646498711,21.767867944,35.4,7.4,28.7,84.034025847,16.752878717,12.654478603,38,90.25974026,58.216604031,3.5505124451,24.5,4.4896705751,17.210910488,340.87263394,10.0,11.73959445
18.888693863,19.890701899,35.7,7.9,35.5,20.52092415,16.969271225,15.103866128,44,89.898989899,53.703703704,3.3040784719,19.7,4.1626385174,31.133113311,142.06097694,9.6,14.285714286
19.654551603,20.395535027,36.0,7.4,28.2,76.293387999,16.751277024,10.030462231,23,91.338582677,60.537650379,3.0934256055,19.0,4.3748603919,37.257758998,274.59954233,10.4,10.057598582
19.818892074,20.136367563,24.1,4.2,26.3,26.393659181,16.357316552,15.510630882,32,95.238095238,52.698863636,3.1413612565,19.6,4.4463045325,23.177366703,40.799673603,9.1,10.877192982
20.969759209,20.277783793,38.9,7.9,26.0,55.915629546,17.465797677,13.21575021,45,93.817204301,55.327725202,3.6575297226,24.8,4.1579293927,30.480274443,349.51916431,9.8,12.752391073
30.642188573,27.050968014,38.2,6.6,36.6,52.03370943,15.513137675,13.423249839,29,96.694214876,36.536890825,3.823479872,35.3,4.9706759099,49.155975692,463.83174592,11.4,18.243902439
16.801942827,18.574534633,42.2,8.4,29.5,38.335362337,19.661112397,15.475223396,51,91.666666667,45.630130372,2.9904471826,15.3,3.9350077469,19.646854016,194.93177388,9.7,7.5591985428
18.18915742,18.063932591,30.8,7.7,31.2,46.447963801,16.872841043,12.692132096,37,93.548387097,47.567258157,3.5606060606,22.5,3.7265775234,36.401456058,87.051142546,9.7,10.070921986
20.132675465,20.730841507,27.4,7.9,28.4,39.032363517,16.460664425,12.999322952,33,88.775510204,50.792393027,2.8807307219,21.5,3.9014636057,38.151658768,238.34858481,10.0,15.384615385
21.811673389,21.781675017,35.1,7.5,24.7,41.167031364,15.067353148,19.267029611,39,100.0,38.193911486,4.2668344871,26.0,4.9132973944,27.84503632,225.94100705,9.6,16.106531389
26.272392649,25.228160152,35.8,6.9,38.6,42.519518886,15.559552171,13.479848235,33,93.75,47.503671072,4.7725577927,26.6,5.2316701645,52.191813999,173.38930462,11.3,13.415468857
19.423400874,20.1383502,29.0,8.0,27.8,54.193481777,18.153164505,15.890428399,40,86.971830986,55.693765734,3.0148354877,22.5,3.8559701493,24.480468471,254.84199796,10.0,11.80476731
19.209569553,20.104247655,35.1,5.5,25.2,75.823705605,19.352245602,11.130775551,31,96.026490066,62.263339071,2.9295774648,13.8,5.0052668133,32.849315068,158.95481764,9.4,15.180153574
22.457956597,21.631621186,30.6,6.9,34.6,51.291241614,15.34747607,14.681197545,26,95.652173913,48.421563866,3.4552845528,37.7,4.7937326763,34.146341463,163.85980883,9.7,15.437788018
15.471905042,17.447801224,29.2,8.6,32.8,33.08113561,20.14488168,9.8743105163,60,94.736842105,61.084220716,2.4156660949,10.1,3.353765324,14.15394402,55.947185857,9.8,4.6580773043
23.683192294,22.379373882,24.1,5.0,29.9,39.391134424,14.404837014,16.666666667,37,96.49122807,54.933008526,5.1719156313,33.2,4.8060689856,28.800917958,143.15253698,9.4,15.592028136
28.193363054,25.015502935,36.3,6.0,41.5,53.503498032,14.395376283,11.73513986,29,95.967741935,44.515633009,5.5441801859,44.5,5.1175755843,53.887884268,887.41147565,11.0,15.489913545
17.6311203,19.17880296,37.4,8.4,27.0,37.009119182,18.400569032,8.5685227562,40,87.330316742,56.478999106,2.3395261968,14.9,3.7373721163,26.438569207,318.39653418,10.8,9.0053763441
22.281005037,21.552639474,37.0,7.6,28.1,67.493661288,16.960576563,14.280380274,47,95.670103093,52.670795433,4.1368990153,23.3,4.0257488177,33.656455991,361.22461065,9.5,14.276788504
20.443115359,20.287563241,35.1,7.2,28.2,80.492071928,18.688186201,13.878697546,38,89.375,66.21527432,3.0820872749,21.8,5.8114982363,31.38630137,340.19695613,9.7,14.756532067
20.451454481,21.18311082,37.2,7.3,29.6,45.998055736,18.090158238,11.871075131,31,93.670886076,43.357972545,3.6095908262,20.5,3.7861882312,31.216526396,116.11892739,10.4,9.992486852
14.101406597,17.988413851,30.0,8.1,23.5,85.907167327,19.997805517,6.6428653691,54,93.053311793,80.172575502,2.5634816301,7.4,3.890275729,27.632661902,134.18214469,10.2,11.710875332
20.168331068,20.742561399,38.2,8.0,26.4,49.47168963,17.352035009,13.496013921,27,92.042440318,57.945707997,3.6499406797,23.8,3.8703729378,33.422459893,392.54170756,9.5,15.212810788
19.191210188,20.24168858,32.4,6.7,21.9,72.904311895,21.404210308,11.421712457,20,92.8,74.828042328,3.5955977852,16.6,3.6749181506,26.787152188,268.23337232,9.6,15.45751634
21.667938052,21.604293175,28.9,7.0,30.7,53.805985138,16.219234339,14.032168608,42,96.226415094,55.733944954,3.4426229508,22.5,3.9174121406,43.617998163,0.0,9.1,9.4339622642
17.059651877,18.505859563,30.3,8.4,23.4,14.70443592,17.852453707,10.647803425,34,94.285714286,48.706099815,2.8123887504,13.3,3.6864141493,28.200371058,152.49901614,10.2,11.223203026
20.11430221,21.593219422,40.4,7.5,32.8,53.057369954,19.069974935,11.618481491,41,92.217898833,55.781273866,3.8412791265,26.1,4.6861139728,31.974288338,106.32748867,9.6,12.27863046
17.636148382,19.508338177,35.1,7.7,33.3,53.422150336,18.864999192,11.274509804,46,94.736842105,49.018082831,3.593410572,14.6,4.2032112987,28.210526316,468.03249735,9.4,8.5351787774
20.948095633,20.591366496,31.6,6.4,31.1,63.844086022,16.818415091,14.868866328,33,100.0,44.404846757,3.0931227377,33.0,4.2273447315,23.300165837,200.61728395,9.5,11.886792453
23.54356854,23.853623932,36.4,6.7,35.3,61.95035461,15.769215622,15.45258013,24,92.105263158,44.207511139,5.2056931176,34.0,4.5619150956,30.665792063,361.2370526,10.2,9.6171802054
13.553149956,16.129224791,29.8,8.5,22.7,90.693648834,20.856081407,6.1877703131,55,92.388222465,78.079752452,2.5397955368,7.0,3.5750519961,22.937510162,126.39391641,11.7,8.7832794227
21.055482154,20.767174102,36.7,7.4,29.4,28.516063233,15.055951189,15.950550279,22,94.392523364,47.871116226,4.3639248876,29.6,4.4332658374,33.406593407,374.71758417,9.1,19.54887218
17.708703295,19.370152157,34.7,7.6,29.6,32.598511987,17.784076842,10.9226689,39,84.962406015,63.213367609,2.7949972811,13.9,4.2740787601,36.37774903,300.84066691,10.6,9.9651567944
19.094205116,22.20081864,38.6,7.6,32.3,62.981379764,17.74293035,11.193106944,45,93.58974359,52.405982443,3.6560519167,24.6,4.3808213696,32.159861492,293.78395233,10.3,14.640549273
16.378972002,15.713734105,27.9,7.6,21.9,94.090818997,19.307245069,8.0466765257,54,91.454614508,78.286071931,3.0089978577,15.7,4.5764762329,33.793688263,344.48737853,12.1,13.46850379
21.750195115,20.276507862,35.8,7.2,32.3,55.742404792,17.563826428,12.801696956,49,88.617886179,52.286027798,3.0376444279,20.0,3.8553471008,33.132060771,199.18185518,9.6,13.318155948
19.531195807,20.577796105,30.9,4.6,27.5,42.541187091,17.261763164,15.040764689,47,90.0,48.565356004,4.1476985331,27.3,4.347332104,30.050933786,159.61691939,9.3,13.043478261
19.942505664,21.11973445,32.1,7.8,35.7,4.7491224448,17.018674331,22.7680798,41,96.96969697,42.003853565,2.8571428571,23.3,4.6352941176,18.614718615,122.46147566,9.5,18.487394958
23.964960509,22.406411822,35.5,6.6,34.9,66.025362966,16.700206283,12.013601514,41,92.407809111,54.132901135,3.4170954689,26.7,4.9013127051,40.124945199,935.5865785,11.5,13.789715034
24.196198065,23.755264188,34.9,6.6,30.5,73.000829286,15.341323978,16.342658448,27,92.372881356,44.523809524,4.9984572663,37.4,4.610568879,38.151927438,333.73786408,9.4,14.803149606
18.145715966,19.361120072,28.7,6.5,24.1,43.213557194,17.000879384,13.751611517,37,92.592592593,61.047835991,3.0483764082,20.7,4.4714239412,27.319970304,57.334753051,9.7,7.8629032258
22.622004479,21.073521406,35.6,7.8,38.0,64.271890016,15.720459215,12.466194462,32,94.202898551,54.476436041,4.4385026738,21.9,4.3823081111,29.631911289,132.67945316,11.3,10.754955715
18.746862359,18.513532858,31.1,8.3,28.1,66.638718092,15.992532831,14.616544101,39,93.87755102,54.084663944,4.679212381,21.5,3.8807463494,23.092979127,472.28557103,9.8,12.198973549
22.359079412,19.843018123,30.8,7.6,34.3,48.197795651,16.296494844,15.445504364,31,100.0,39.511873351,3.1305585201,21.3,3.978737407,31.340057637,205.32259338,9.3,12.997903564
20.020891918,20.776528292,28.8,6.4,30.5,72.431543299,16.862359829,16.223645838,39,95.0,59.173254282,5.1997912629,23.0,4.1003912685,36.607761608,347.3272299,9.8,14.928801102
22.045718411,22.921850098,31.0,7.1,29.5,65.668255921,15.859206328,16.692811165,33,91.544117647,52.236580517,4.0915625346,34.8,5.106075217,25.880184332,129.9801091,9.6,14.718614719
19.855923201,20.596814823,28.1,6.9,25.9,54.648140271,17.242847438,13.089267803,35,91.891891892,52.228047182,3.1495239092,24.0,4.072047775,29.356060606,578.4786731,9.4,13.040828763
17.156522846,19.527600634,36.1,8.4,26.3,69.741334236,18.461457206,10.497923839,50,90.449438202,53.48925893,2.8075170843,16.0,3.9101514383,28.504730311,415.01290313,10.5,14.249471459
21.994008087,22.261736243,31.4,7.1,33.1,59.559436396,18.171382251,12.727457043,33,97.489539749,46.173884728,4.43900049,27.9,4.4526429084,30.368532955,374.92982597,9.9,11.885019348
23.576817608,23.563565367,33.9,6.3,32.8,65.549885364,15.122660765,14.967613353,14,95.419847328,47.188449848,4.8478015784,35.8,4.620295892,32.799105479,194.34893108,10.1,13.279857398
20.094296154,22.363147034,27.5,7.8,25.0,55.403016408,18.103825088,14.751562599,44,90.060240964,55.688490085,3.1035705841,24.7,4.040534379,21.525539603,180.52486932,9.6,14.024390244
18.498004026,19.013346855,25.4,8.1,27.7,20.91202211,16.435448049,12.298776561,31,97.142857143,53.316953317,2.8499580889,20.0,4.1749502982,22.802850356,72.957198444,9.0,8.7431693989
23.878319092,24.827808585,29.2,7.0,30.0,33.765612543,14.858882862,16.500760404,30,98.598130841,37.074829932,4.1346801347,39.9,4.2239317304,31.786749944,276.39280295,9.5,13.725490196
21.999932693,24.601234178,34.4,6.0,26.3,97.937950604,19.777720319,12.535590372,41,80.219146482,72.852729145,3.8248805945,38.4,6.0067931127,60.914740244,1819.5144065,11.5,22.088998323
19.727722639,17.386320799,36.5,5.9,23.1,26.389886756,19.238291739,19.602529359,43.0,96.8,39.527929083,3.0898518739,22.6,4.2792423456,32.494627507,416.60892461,9.9,14.423657212
19.851002217,13.4363002,34.9,8.1,26.4,93.865819018,20.115429871,22.053520592,24.0,95.8,41.063000205,2.398209337,14.0,4.2638848549,20.837108172,493.88847502,7.3,16.326530612
20.900429989,15.856965822,40.7,6.2,34.5,65.127750055,15.738964327,21.657537309,48.0,92.4,54.348025712,4.3881693408,26.7,4.4429767067,38.567358205,311.67123784,9.8,17.461878997
20.550540941,14.157452328,40.5,5.8,36.3,80.602815442,15.891207446,22.302433689,42.0,88.7,48.297351436,5.7106845065,34.7,5.2647134019,35.869331614,476.54828759,9.3,13.821989529
13.891397662,14.062606986,26.8,7.6,19.3,22.509388116,19.251832626,18.978205491,46.0,99.4,59.450726979,3.0831739962,14.3,4.3990064356,23.622881356,201.65162282,8.5,9.4594594595
12.287989974,11.749550267,29.3,6.5,23.2,2.524986849,19.849309985,17.614424411,26.0,100.0,73.449131514,2.807775378,15.3,3.6668528262,25.252525253,152.82730515,6.8,10.0
23.67838846,14.394469898,36.7,8.3,32.1,41.16586137,17.596359671,19.01973021,36.0,92.5,41.339473259,3.7652374453,23.9,4.4138423418,37.038410203,222.3809038,9.6,13.880742913
17.116888869,13.560554297,31.5,7.6,29.3,26.494703874,19.415096651,20.244660999,40.0,96.8,60.976716057,3.6318230467,16.9,4.6637453691,25.439093484,237.77981589,10.2,14.527629234
26.991707829,16.253688372,31.3,8.3,24.6,82.121423587,16.271789238,27.337038909,41.0,100.0,44.587352626,4.3691148776,26.1,3.5955433933,36.907114625,160.18944143,6.8,14.470842333
16.935833605,13.663315439,29.9,6.8,27.8,58.481815963,16.989327698,18.650132642,39.0,91.5,60.433807031,3.4072580645,22.8,4.3136955805,36.262241567,137.71815268,8.9,11.992731678
20.343852258,15.633213058,38.4,7.3,23.9,47.513179005,19.331467398,21.75716118,41.0,93.5,49.107414545,3.3621749295,19.2,4.1763605626,29.676190476,406.70173732,10.1,15.43377227
17.134811954,14.241596398,26.6,7.3,25.2,85.856146001,17.165564257,18.916913947,18.0,97.9,59.904153355,3.2567049808,28.6,4.3383062531,16.559691913,236.01277246,7.8,7.917888563
23.853585888,15.765248622,30.7,7.1,21.7,50.88980258,19.809911966,18.911941868,29.0,89.0,36.288935601,5.0816878821,32.0,5.3714032197,32.346538964,252.08688695,9.4,17.24137931
20.289556752,15.179414783,34.8,6.1,22.9,77.680145696,20.343420575,13.260658306,39.0,75.0,68.957988623,4.1189287974,19.1,3.9593143493,33.517047318,411.0096789,10.1,14.917053749
22.492039858,14.899297572,28.6,7.6,23.4,86.264129421,20.053430905,16.904979007,38.0,87.3,62.725609183,3.3286215326,23.7,4.742264492,36.768064291,533.05881535,10.4,17.90653276
16.317222287,13.394388603,29.4,8.2,27.5,49.880918358,17.434835553,21.46253113,44.0,96.5,58.018867925,2.624,17.2,4.3241138189,33.249623305,136.81762211,8.9,14.251497006
12.579258433,10.64309217,27.1,7.0,26.1,0.0,19.860369888,16.184971098,18.0,100.0,81.456953642,3.1518624642,14.5,2.864514896,14.201183432,466.2004662,7.1,4.0
17.592109629,14.269071565,31.8,7.5,27.2,31.380408522,17.003577722,22.263410379,30.0,96.8,49.803260259,3.698296837,24.0,4.1161569484,31.500513875,82.208239795,9.5,12.816901408
18.895084234,17.14611872,47.3,5.9,39.3,40.863177227,18.431256626,16.356519948,43.0,95.5,53.52640817,4.9449297379,25.5,5.2774604569,42.969278657,514.29637328,10.0,15.825517344
18.376297341,13.406956708,28.2,7.5,28.0,80.513529566,18.238274997,14.167458619,41.0,93.8,68.517825487,4.5252828302,13.1,4.4297894607,23.181178877,182.64601518,11.4,13.684486832
17.973388847,14.152728089,29.1,5.8,20.1,88.634905646,18.956604174,16.900472534,53.0,85.7,69.743257527,2.839616023,20.2,5.9810942423,33.943379403,317.12946081,10.1,27.000461772
21.545321723,14.441223413,25.9,7.2,26.8,57.939774697,17.034367803,19.784916586,21.0,98.7,61.351237935,3.3727227967,21.2,4.9041053447,24.924379915,162.60162602,6.3,18.181818182
19.311017965,14.333748709,26.0,4.0,28.5,71.227855834,16.689721391,31.431079895,29.0,100.0,50.501672241,3.9355992844,24.3,4.5152447962,41.155234657,0.0,6.9,8.5714285714
38.22644594,18.203002328,36.9,7.0,25.8,42.018551848,13.457787455,16.660947152,39.0,89.7,40.196078431,6.464811784,48.6,6.039829432,58.428184282,234.27272101,8.6,20.689655172
18.475035705,15.156660418,38.6,6.5,33.7,64.869049494,18.417298375,18.688312572,41.0,96.5,55.211594203,3.7332838039,21.2,4.1292906178,27.463186879,314.49865215,8.3,10.890718563
17.625474698,14.072572987,38.4,7.3,25.0,49.874905452,17.635401462,19.837603248,41.0,94.2,43.52734571,3.5874984799,23.7,4.3032349508,29.648368328,173.87133521,9.8,12.137823023
16.537019165,13.382040532,31.3,7.0,27.3,62.977777778,17.880923835,21.283299108,45.0,92.9,53.423952219,2.8654539139,18.6,4.0618962031,31.697882736,247.74134894,9.1,12.791411043
23.058850624,15.43705445,39.1,7.7,27.3,58.719066884,17.439645173,21.692969871,45.0,90.2,41.115080857,3.6193169914,20.7,4.1894437609,34.438513652,219.3145491,10.1,16.067903672
20.950035718,14.001674427,30.7,7.2,22.7,55.217248959,17.672879456,19.235082997,29.0,93.0,47.79342723,4.1380540444,24.0,4.5032755453,38.280812978,512.48390599,9.4,16.346153846
16.77024025,15.452111313,34.8,6.6,29.5,54.555522741,18.198158593,18.546793605,40.0,94.0,57.615230461,3.3538103935,20.2,4.9167320408,22.3125,88.394534271,7.9,13.167938931
31.356670731,13.181444551,30.8,7.3,24.5,65.609275762,15.492334581,29.035257157,42.0,89.5,47.104895105,6.1656255083,40.2,5.6609852422,37.329299647,319.14504091,9.3,24.441421387
20.616382553,16.051539618,27.9,6.8,25.4,60.140311265,16.698926507,21.241485177,35.0,98.3,55.518763797,4.9098196393,30.5,4.0396737294,31.78866588,337.24805586,9.9,13.201320132
13.092575899,12.556451868,27.6,7.8,23.5,72.403752831,20.559440704,17.026037429,44.0,98.8,71.418439716,2.8289473684,12.2,4.5411629246,25.612177366,377.23195574,7.0,4.0430107527
17.74558908,15.487323412,37.3,6.5,33.5,36.314994748,16.935719066,16.021957286,35.0,96.9,42.689335394,5.0587758411,32.0,4.5609205065,35.319211533,377.11291695,9.9,11.597281223
24.165192397,14.093096116,27.3,8.6,21.5,48.920863309,17.136731575,28.880426504,35.0,97.2,45.995423341,2.865248227,24.2,3.6021986136,23.966578716,108.86967659,7.3,13.253012048
17.112090658,14.996608427,28.0,7.4,26.3,70.332801459,20.605660916,16.388206388,28.0,97.7,64.334106729,5.4079448765,10.9,5.4952005731,29.055132069,348.25999948,9.9,11.415349017
21.390740094,16.207934139,42.8,6.6,33.7,47.455993706,17.690908559,21.632108346,43.0,90.8,45.125553914,4.113637447,24.6,4.5158560263,33.924883347,394.90551214,10.0,18.037885213
20.100915579,15.981398695,24.3,5.8,27.1,74.194006533,20.524823135,20.426561126,23.0,93.8,46.562616128,2.5423728814,25.4,4.0323071953,28.931750742,,7.5,16.985138004
16.382639106,14.894115404,31.8,6.2,33.0,18.526785714,19.234673903,18.482892975,45.0,97.3,58.55940131,3.1749241658,16.9,4.2797403254,25.11627907,130.17694422,8.6,12.302070646
29.513779769,17.98533803,25.2,7.5,22.2,47.521586185,15.391516973,28.50407201,21.0,98.2,41.992433796,4.2152466368,31.8,6.2477446692,32.869785082,202.80547575,6.8,14.925373134
18.49138997,14.282470588,28.8,4.6,29.9,72.34939759,16.489287416,19.950535862,46.0,98.0,59.561128527,3.3700137552,21.4,4.6184562263,34.74025974,31.167212093,7.5,10.54313099
20.247357914,15.737412413,25.1,6.6,26.6,69.050028106,15.869392648,22.97979798,25.0,90.6,50.303699613,3.9864864865,30.6,4.3698481562,33.626857457,211.47480691,7.8,11.306901615
12.532515096,11.502614335,27.9,7.8,19.7,90.128984675,19.256086289,12.074848372,55.0,96.8,80.2110876,3.3108173787,6.7,3.991475029,18.764248974,156.70945363,10.9,12.80007621
20.261562409,14.886680281,29.1,8.0,20.4,70.526660124,17.577358557,32.725766363,14.0,100.0,40.909090909,3.2067510549,26.7,4.0977394849,32.093663912,162.12710765,7.3,10.0456621
18.711823852,13.387590158,26.8,7.6,32.5,57.492574495,17.349865638,22.1933063,31.0,80.2,50.548168883,3.326446281,21.9,4.1638614491,35.76836505,220.73466254,9.7,10.950819672
15.188534793,12.558235487,30.3,8.0,20.9,83.905524006,19.861001888,14.37621663,44.0,93.8,66.887926888,3.2139394285,10.2,4.1830350605,24.401820546,274.37265223,10.2,13.564181738
19.61412806,14.522763417,26.4,7.3,25.4,15.178188064,16.595722607,25.200234421,25.0,99.3,50.994108984,3.6397400186,25.0,4.5244208352,26.951300867,230.31203566,8.4,13.779527559
18.961250515,12.965006404,28.0,8.1,24.9,70.124785907,16.978536179,21.102284012,40.0,92.9,27.614678899,3.5714285714,25.7,5.654858841,25.878003697,12.307692308,7.5,7.5949367089
16.168022976,14.555913397,24.1,7.6,27.4,52.0384005,19.423579377,20.705407085,41.0,95.1,54.234851835,3.0810134501,24.9,4.0952345606,30.565623284,342.86604847,9.8,13.360187983
18.427497168,16.216101313,42.2,5.8,24.4,63.847031358,20.713435042,15.136748602,35.0,95.3,62.66798419,4.1390049996,20.1,3.6727791853,27.08416434,229.36081282,9.5,11.781483107
21.870811919,15.759202139,21.6,3.2,22.8,84.186046512,15.032039039,27.430221367,19.0,80.0,55.212355212,4.347826087,40.1,4.2280252266,48.623853211,280.0140007,7.2,7.3529411765
20.186260486,13.096422992,25.4,8.9,19.5,92.137142857,19.091822414,20.197400096,18.0,95.1,44.187963726,3.8418708241,13.6,3.5406814137,26.427622842,108.97562909,7.1,14.886731392
21.746863984,12.931940191,27.1,8.6,21.7,18.311374025,17.339386224,22.229798841,23.0,95.0,40.358744395,2.9787234043,23.4,5.168108365,37.195121951,132.2926313,7.3,17.132867133
25.491516215,15.568249799,28.6,8.1,23.5,32.414589866,15.957656171,22.145401215,39.0,94.0,41.081871345,4.5206547155,37.1,4.4113596233,47.265870522,83.073727934,7.6,13.033175355
35.180833929,18.542606778,35.0,8.3,25.1,93.077564637,13.760502881,26.114285714,14.0,96.4,40.585009141,3.1664964249,32.7,4.090625,57.649253731,0.0,5.9,15.789473684
21.242602359,15.784335086,35.8,6.8,24.2,92.660002984,19.299188282,30.456772562,27.0,98.5,49.808008777,2.036809816,18.1,3.4189292676,12.494519947,640.53470723,6.0,14.194915254
19.308991615,14.893746644,30.0,6.9,24.3,96.274627461,18.078899824,23.042737922,51.0,84.0,57.481493814,3.7287424819,20.7,4.5610480073,39.157222035,479.58138792,10.0,21.561920093
25.453169093,16.164550294,29.2,7.2,28.1,68.307670064,17.883088687,21.163301601,23.0,98.8,36.361235807,4.3137254902,29.9,5.5757738736,34.772344013,433.75974121,7.3,9.9307159353
25.437416955,14.667277633,26.7,8.3,20.0,80.817674995,17.754238791,25.17211704,35.0,88.1,47.994024755,2.8085909842,25.3,3.8539209436,31.662404092,310.11826544,7.0,11.513157895
18.009879663,16.167868908,33.7,6.8,25.1,69.336646913,17.773060607,18.099331423,42.0,98.4,59.602649007,3.4146341463,26.0,4.5637770467,33.087027915,19.094901661,9.8,14.467005076
14.428852499,13.069650279,25.2,7.6,20.2,94.47642217,22.409273498,12.945109521,52.0,94.5,77.143764815,3.1746130416,8.1,4.0859346501,22.215328557,170.03344034,10.9,14.313932052
21.848624732,15.261431491,26.6,7.3,34.2,60.113449769,17.398652838,17.878272696,29.0,96.5,43.746452223,3.1479967294,25.2,5.5021714172,28.91646355,537.75057016,9.6,13.230119634
20.818204655,15.398531646,23.7,7.3,23.6,37.234042553,17.564782578,24.497126437,26.0,96.0,41.108986616,4.1666666667,27.5,6.8853078283,22.736842105,316.52724395,7.1,9.7701149425
34.340910676,17.068464543,32.5,7.2,30.2,67.647058824,14.332915345,19.271500058,33.0,78.9,44.805426633,3.0213110332,35.8,6.2429143678,42.535211268,84.992171774,8.1,19.681620839
16.672821332,13.943192478,28.4,7.0,22.6,77.8895839,18.083411784,20.412548346,21.0,97.8,53.549382716,3.3672172808,27.8,4.160887656,39.067055394,316.3646822,7.0,11.284046693
32.804554898,15.741370984,25.9,7.0,23.2,57.740621287,15.091784829,20.044309701,34.0,86.1,41.355311355,5.2881758764,36.1,5.2382726269,50.0,611.41653394,8.5,21.079691517
18.54509811,15.130464026,34.6,6.6,29.4,53.010816338,17.789791464,22.11810852,40.0,95.6,44.30479183,3.3700137552,26.1,4.7269086358,23.237737872,213.21347279,8.3,9.2592592593
20.904542569,14.225831664,32.3,8.3,30.3,71.059578502,19.949437185,21.127023975,39.0,80.8,48.973638956,2.6887656815,17.9,4.3596036929,34.113932099,809.23472215,7.8,16.192345437
21.473344892,12.522689092,27.1,8.7,28.2,2.8471528472,15.61331708,24.607703281,30.0,97.6,50.495049505,2.802690583,37.3,5.0469383934,48.126801153,160.42780749,7.3,13.888888889
15.928453688,13.138732445,38.0,7.6,26.9,65.958826282,16.544541258,18.206710911,50.0,93.1,61.154074955,3.2957135709,14.0,4.0042200452,22.321092591,141.78306882,10.5,14.441037078
26.804180447,13.836055884,28.6,8.1,20.9,81.761375488,16.859143745,22.615213331,32.0,86.5,65.096005926,4.2382273011,28.9,4.838576921,37.502592733,364.08938332,9.5,18.267888224
19.089107038,15.636347626,25.8,5.9,27.8,64.534177883,20.26117626,23.418850744,47.0,61.8,66.345216166,3.0744803695,20.1,5.6935483871,26.469565217,151.06476293,8.8,22.437477985
23.1299135,17.621546435,39.6,6.3,35.4,44.688234636,16.366978668,22.133333333,34.0,96.6,39.794520548,3.8542291542,27.7,6.2827957854,32.007627349,161.95670137,10.0,14.049586777
17.2612212,15.582923899,30.2,6.4,30.7,39.324782545,19.232736233,21.914810473,43.0,97.7,50.42662116,3.0599235019,19.5,4.5307642785,24.91315826,144.69220752,10.0,13.643926789
16.298472054,13.018046752,21.9,7.6,23.4,57.538486601,17.767531211,20.610727282,44.0,96.5,45.207700101,2.8240520387,19.4,4.877152486,22.743122821,260.83147499,9.6,10.936682365
18.609441203,13.446334601,23.3,7.7,21.6,3.6487166583,17.143556863,20.823409323,9.0,100.0,68.567961165,3.3013205282,21.3,4.8260998664,23.296158612,313.6434919,7.6,8.4848484848
25.313393562,15.105742551,34.6,8.4,22.3,82.842072603,16.118053545,23.580508475,37.0,95.2,49.787835926,5.2357965095,33.3,4.4771398918,32.235592147,467.65393609,7.3,15.950920245
16.076238472,12.589098433,28.4,4.4,23.0,41.392215569,17.082068194,24.494382022,27.0,100.0,60.820895522,2.9462738302,31.0,3.5381689883,26.335877863,0.0,7.5,3.619047619
15.373437012,11.728355735,29.1,7.5,21.3,89.254067905,17.917411099,13.518509274,46.0,93.6,76.788262663,3.9727611999,10.4,4.1098052771,21.181813742,245.5656844,11.7,13.702276708
